name,boss_num,prog_time,guild_name
Lady Inerva Darkvein,5,1.71831,Capsule Corp
The Council of Blood,6,0.01566,Capsule Corp
Sludgefist,7,5.97873,Capsule Corp
Stone Legion Generals,8,13.82788,Capsule Corp
Sire Denathrius,9,3.0503,Capsule Corp
Shriekwing,0,1.09776,Nox
Huntsman Altimor,1,3.94298,Nox
Hungering Destroyer,2,4.13819,Nox
Sun King's Salvation,3,1.45107,Nox
Artificer Xy'mox,4,2.27078,Nox
Lady Inerva Darkvein,5,4.00126,Nox
The Council of Blood,6,12.64036,Nox
Sludgefist,7,9.20283,Nox
Stone Legion Generals,8,27.37828,Nox
Sire Denathrius,9,35.95749,Nox
Shriekwing,0,0.39685,Reign of Nemesis
Huntsman Altimor,1,0.30253,Reign of Nemesis
Hungering Destroyer,2,1.98421,Reign of Nemesis
Sun King's Salvation,3,3.94237,Reign of Nemesis
Artificer Xy'mox,4,4.83646,Reign of Nemesis
Lady Inerva Darkvein,5,0.92543,Reign of Nemesis
The Council of Blood,6,4.97741,Reign of Nemesis
Sludgefist,7,5.29847,Reign of Nemesis
Stone Legion Generals,8,12.96313,Reign of Nemesis
Sire Denathrius,9,36.2409,Reign of Nemesis
Shriekwing,0,0.91159,Is That It
Huntsman Altimor,1,0.21209,Is That It
Hungering Destroyer,2,6.39064,Is That It
Sun King's Salvation,3,7.30105,Is That It
Artificer Xy'mox,4,4.02964,Is That It
Lady Inerva Darkvein,5,6.43118,Is That It
The Council of Blood,6,0.03001,Is That It
Shriekwing,0,0.78602,Verba Ultima
Huntsman Altimor,1,0.62512,Verba Ultima
Hungering Destroyer,2,4.69979,Verba Ultima
Sun King's Salvation,3,0.02494,Verba Ultima
Shriekwing,0,0.11049,NEET GANG
Huntsman Altimor,1,0.08656,NEET GANG
Hungering Destroyer,2,3.33143,NEET GANG
Sun King's Salvation,3,3.09418,NEET GANG
Artificer Xy'mox,4,0.69603,NEET GANG
Lady Inerva Darkvein,5,1.30844,NEET GANG
The Council of Blood,6,1.48295,NEET GANG
Sludgefist,7,1.38002,NEET GANG
Stone Legion Generals,8,26.61324,NEET GANG
Sire Denathrius,9,20.16924,NEET GANG
Shriekwing,0,0.90027,Mythical Rising
Huntsman Altimor,1,1.14689,Mythical Rising
Hungering Destroyer,2,7.8627,Mythical Rising
Sun King's Salvation,3,5.44603,Mythical Rising
Artificer Xy'mox,4,6.23211,Mythical Rising
Lady Inerva Darkvein,5,6.99853,Mythical Rising
The Council of Blood,6,27.8439,Mythical Rising
Shriekwing,0,1.38051,Loot Goblins
Huntsman Altimor,1,1.91793,Loot Goblins
Hungering Destroyer,2,4.85156,Loot Goblins
Sun King's Salvation,3,0.88392,Loot Goblins
Artificer Xy'mox,4,6.96064,Loot Goblins
Lady Inerva Darkvein,5,3.06339,Loot Goblins
The Council of Blood,6,11.59675,Loot Goblins
Sludgefist,7,0.02184,Loot Goblins
Shriekwing,0,0.93564,Abyssal Knights
Huntsman Altimor,1,1.06901,Abyssal Knights
Hungering Destroyer,2,4.91263,Abyssal Knights
Sun King's Salvation,3,1.12884,Abyssal Knights
Artificer Xy'mox,4,3.66965,Abyssal Knights
Lady Inerva Darkvein,5,3.67513,Abyssal Knights
The Council of Blood,6,14.02077,Abyssal Knights
Sludgefist,7,0.01311,Abyssal Knights
Shriekwing,0,2.02208,Plop
Huntsman Altimor,1,1.12108,Plop
Hungering Destroyer,2,6.46158,Plop
Sun King's Salvation,3,8.19728,Plop
Artificer Xy'mox,4,6.40718,Plop
Lady Inerva Darkvein,5,7.21702,Plop
Shriekwing,0,0.08493,Pogwarts
Huntsman Altimor,1,0.18049,Pogwarts
Hungering Destroyer,2,0.31363,Pogwarts
Sun King's Salvation,3,2.51991,Pogwarts
Artificer Xy'mox,4,1.79286,Pogwarts
Lady Inerva Darkvein,5,1.42035,Pogwarts
The Council of Blood,6,19.17603,Pogwarts
Sludgefist,7,16.13457,Pogwarts
Stone Legion Generals,8,45.93702,Pogwarts
Sire Denathrius,9,60.23522,Pogwarts
Shriekwing,0,0.84037,Aspect
Huntsman Altimor,1,0.22806,Aspect
Hungering Destroyer,2,2.54638,Aspect
Sun King's Salvation,3,1.19534,Aspect
Artificer Xy'mox,4,1.57723,Aspect
Lady Inerva Darkvein,5,1.37421,Aspect
The Council of Blood,6,0.0257,Aspect
Shriekwing,0,0.06751,Shots Fired
Huntsman Altimor,1,0.36325,Shots Fired
Hungering Destroyer,2,0.8135,Shots Fired
Sun King's Salvation,3,0.4468,Shots Fired
Artificer Xy'mox,4,1.06572,Shots Fired
Lady Inerva Darkvein,5,0.41515,Shots Fired
The Council of Blood,6,0.14474,Shots Fired
Sludgefist,7,2.7496,Shots Fired
Stone Legion Generals,8,22.05054,Shots Fired
Sire Denathrius,9,44.11141,Shots Fired
Shriekwing,0,0.99454,Sinwori
Huntsman Altimor,1,0.54665,Sinwori
Hungering Destroyer,2,5.30056,Sinwori
Sun King's Salvation,3,4.85712,Sinwori
Artificer Xy'mox,4,5.6252,Sinwori
Lady Inerva Darkvein,5,3.15177,Sinwori
The Council of Blood,6,9.40438,Sinwori
Sludgefist,7,12.57904,Sinwori
Stone Legion Generals,8,0.01963,Sinwori
Shriekwing,0,0.59919,Nocturnal Supremacy
Huntsman Altimor,1,0.98408,Nocturnal Supremacy
Hungering Destroyer,2,2.07255,Nocturnal Supremacy
Sun King's Salvation,3,1.66128,Nocturnal Supremacy
Artificer Xy'mox,4,5.06221,Nocturnal Supremacy
Lady Inerva Darkvein,5,2.15857,Nocturnal Supremacy
The Council of Blood,6,18.53461,Nocturnal Supremacy
Sludgefist,7,11.91147,Nocturnal Supremacy
Stone Legion Generals,8,0.02624,Nocturnal Supremacy
Shriekwing,0,2.10984,Sweet Victory
Huntsman Altimor,1,2.84998,Sweet Victory
Hungering Destroyer,2,5.44746,Sweet Victory
Sun King's Salvation,3,5.96979,Sweet Victory
Artificer Xy'mox,4,7.95156,Sweet Victory
Lady Inerva Darkvein,5,10.36145,Sweet Victory
The Council of Blood,6,0.02834,Sweet Victory
Shriekwing,0,0.44858,Outism Prime
Huntsman Altimor,1,0.11466,Outism Prime
Hungering Destroyer,2,0.73991,Outism Prime
Sun King's Salvation,3,3.00861,Outism Prime
Artificer Xy'mox,4,7.95727,Outism Prime
Lady Inerva Darkvein,5,5.04765,Outism Prime
The Council of Blood,6,16.20204,Outism Prime
Sludgefist,7,9.89537,Outism Prime
Stone Legion Generals,8,0.02164,Outism Prime
Shriekwing,0,0.80719,Hyperactive
Huntsman Altimor,1,0.97257,Hyperactive
Hungering Destroyer,2,7.49592,Hyperactive
Sun King's Salvation,3,3.46315,Hyperactive
Artificer Xy'mox,4,1.95543,Hyperactive
Lady Inerva Darkvein,5,6.16557,Hyperactive
The Council of Blood,6,23.34444,Hyperactive
Sludgefist,7,16.15498,Hyperactive
Stone Legion Generals,8,0.02262,Hyperactive
Shriekwing,0,0.21567,The Revengers
Huntsman Altimor,1,0.92704,The Revengers
Hungering Destroyer,2,7.03358,The Revengers
Sun King's Salvation,3,5.68289,The Revengers
Artificer Xy'mox,4,0.04577,The Revengers
Lady Inerva Darkvein,5,9.23738,The Revengers
Shriekwing,0,0.65532,Unlimited Patience
Huntsman Altimor,1,1.00357,Unlimited Patience
Hungering Destroyer,2,4.56503,Unlimited Patience
Sun King's Salvation,3,2.13974,Unlimited Patience
Artificer Xy'mox,4,4.30873,Unlimited Patience
Lady Inerva Darkvein,5,4.65979,Unlimited Patience
The Council of Blood,6,0.02196,Unlimited Patience
Shriekwing,0,0.1523,ExessiveMayhem
Huntsman Altimor,1,1.16051,ExessiveMayhem
Hungering Destroyer,2,3.90201,ExessiveMayhem
Sun King's Salvation,3,0.02784,ExessiveMayhem
Shriekwing,0,0.0895,Team Friendship
Huntsman Altimor,1,0.20751,Team Friendship
Hungering Destroyer,2,1.6229,Team Friendship
Sun King's Salvation,3,3.08365,Team Friendship
Artificer Xy'mox,4,5.2718,Team Friendship
Lady Inerva Darkvein,5,15.74873,Team Friendship
The Council of Blood,6,0.02459,Team Friendship
Shriekwing,0,2.30355,FIRMLY GRASP IT
Huntsman Altimor,1,1.00031,FIRMLY GRASP IT
Hungering Destroyer,2,3.11216,FIRMLY GRASP IT
Sun King's Salvation,3,0.57774,FIRMLY GRASP IT
Artificer Xy'mox,4,4.00901,FIRMLY GRASP IT
Lady Inerva Darkvein,5,4.18779,FIRMLY GRASP IT
The Council of Blood,6,18.59563,FIRMLY GRASP IT
Sludgefist,7,0.01248,FIRMLY GRASP IT
Shriekwing,0,1.26445,Once Again
Huntsman Altimor,1,0.3362,Once Again
Hungering Destroyer,2,0.30286,Once Again
Sun King's Salvation,3,2.59614,Once Again
Artificer Xy'mox,4,6.56638,Once Again
Lady Inerva Darkvein,5,5.53929,Once Again
The Council of Blood,6,14.74164,Once Again
Sludgefist,7,7.47186,Once Again
Stone Legion Generals,8,27.48042,Once Again
Sire Denathrius,9,8.46882,Once Again
Huntsman Altimor,1,0.15942,Tender B
Hungering Destroyer,2,0.2409,Tender B
Sun King's Salvation,3,0.54947,Tender B
Artificer Xy'mox,4,0.6207,Tender B
Lady Inerva Darkvein,5,0.94185,Tender B
The Council of Blood,6,0.0388,Tender B
Sludgefist,7,10.49254,Tender B
Stone Legion Generals,8,0.02285,Tender B
Shriekwing,0,1.95136,Novum Iter
Huntsman Altimor,1,0.48833,Novum Iter
Hungering Destroyer,2,1.17276,Novum Iter
Sun King's Salvation,3,1.82165,Novum Iter
Lady Inerva Darkvein,5,2.55199,Novum Iter
Shriekwing,0,2.98378,Superficially Deep
Huntsman Altimor,1,3.80629,Superficially Deep
Hungering Destroyer,2,9.38324,Superficially Deep
Sun King's Salvation,3,4.12796,Superficially Deep
Artificer Xy'mox,4,2.46647,Superficially Deep
Lady Inerva Darkvein,5,4.54011,Superficially Deep
The Council of Blood,6,12.14886,Superficially Deep
Sludgefist,7,0.00878,Superficially Deep
Shriekwing,0,0.15107,Royal Flush
Huntsman Altimor,1,0.08546,Royal Flush
Hungering Destroyer,2,1.09364,Royal Flush
Sun King's Salvation,3,0.19556,Royal Flush
Artificer Xy'mox,4,2.03367,Royal Flush
Lady Inerva Darkvein,5,0.59048,Royal Flush
The Council of Blood,6,0.03216,Royal Flush
Stone Legion Generals,8,0.03094,Royal Flush
Shriekwing,0,0.55877,Titan Forged
Huntsman Altimor,1,0.90072,Titan Forged
Hungering Destroyer,2,0.15362,Titan Forged
Sun King's Salvation,3,2.68309,Titan Forged
Artificer Xy'mox,4,3.33113,Titan Forged
Lady Inerva Darkvein,5,3.24743,Titan Forged
The Council of Blood,6,8.8899,Titan Forged
Sludgefist,7,13.15942,Titan Forged
Stone Legion Generals,8,15.87676,Titan Forged
Sire Denathrius,9,36.74622,Titan Forged
Shriekwing,0,0.4463,War Impact
Huntsman Altimor,1,1.18949,War Impact
Hungering Destroyer,2,3.36665,War Impact
Sun King's Salvation,3,2.76588,War Impact
Artificer Xy'mox,4,1.44765,War Impact
Lady Inerva Darkvein,5,4.80744,War Impact
The Council of Blood,6,0.04952,War Impact
Shriekwing,0,0.28559,Common Sense
Huntsman Altimor,1,2.28667,Common Sense
Hungering Destroyer,2,2.11515,Common Sense
Sun King's Salvation,3,3.67209,Common Sense
Artificer Xy'mox,4,2.90477,Common Sense
Lady Inerva Darkvein,5,4.1474,Common Sense
The Council of Blood,6,4.1066,Common Sense
Sludgefist,7,7.70976,Common Sense
Stone Legion Generals,8,21.34549,Common Sense
Sire Denathrius,9,0.02959,Common Sense
Shriekwing,0,1.67078,Drunk Tanks Anonymous
Huntsman Altimor,1,3.78778,Drunk Tanks Anonymous
Hungering Destroyer,2,4.06969,Drunk Tanks Anonymous
Sun King's Salvation,3,2.75166,Drunk Tanks Anonymous
Artificer Xy'mox,4,4.04271,Drunk Tanks Anonymous
Lady Inerva Darkvein,5,1.46073,Drunk Tanks Anonymous
The Council of Blood,6,0.71414,Drunk Tanks Anonymous
Sludgefist,7,4.54211,Drunk Tanks Anonymous
Stone Legion Generals,8,30.97587,Drunk Tanks Anonymous
Sire Denathrius,9,23.74132,Drunk Tanks Anonymous
Shriekwing,0,0.21017,Almost Epic
Huntsman Altimor,1,0.3525,Almost Epic
Hungering Destroyer,2,1.09167,Almost Epic
Sun King's Salvation,3,3.63546,Almost Epic
Artificer Xy'mox,4,0.02729,Almost Epic
Lady Inerva Darkvein,5,4.266,Almost Epic
Shriekwing,0,0.4778,Easy Boys
Huntsman Altimor,1,0.6647,Easy Boys
Hungering Destroyer,2,4.78303,Easy Boys
Sun King's Salvation,3,2.99113,Easy Boys
Artificer Xy'mox,4,0.59857,Easy Boys
Lady Inerva Darkvein,5,1.67895,Easy Boys
The Council of Blood,6,5.49528,Easy Boys
Sludgefist,7,9.69949,Easy Boys
Stone Legion Generals,8,18.05871,Easy Boys
Sire Denathrius,9,29.62825,Easy Boys
Shriekwing,0,1.01082,When Dreams Become Memes
Huntsman Altimor,1,1.22591,When Dreams Become Memes
Hungering Destroyer,2,1.54384,When Dreams Become Memes
Sun King's Salvation,3,0.19848,When Dreams Become Memes
Artificer Xy'mox,4,6.72487,When Dreams Become Memes
Lady Inerva Darkvein,5,1.1653,When Dreams Become Memes
The Council of Blood,6,6.00941,When Dreams Become Memes
Sludgefist,7,7.80447,When Dreams Become Memes
Stone Legion Generals,8,12.93231,When Dreams Become Memes
Sire Denathrius,9,32.79069,When Dreams Become Memes
Shriekwing,0,0.71895,Nuke Society
Huntsman Altimor,1,2.56626,Nuke Society
Hungering Destroyer,2,13.86425,Nuke Society
Sun King's Salvation,3,4.4097,Nuke Society
Artificer Xy'mox,4,10.62805,Nuke Society
Lady Inerva Darkvein,5,9.5623,Nuke Society
The Council of Blood,6,18.75738,Nuke Society
Sludgefist,7,15.71172,Nuke Society
Stone Legion Generals,8,45.3428,Nuke Society
Sire Denathrius,9,51.15603,Nuke Society
Shriekwing,0,0.19328,Graveyard Shíft
Huntsman Altimor,1,0.92338,Graveyard Shíft
Hungering Destroyer,2,5.46291,Graveyard Shíft
Sun King's Salvation,3,0.02489,Graveyard Shíft
Shriekwing,0,1.21654,Hype
Huntsman Altimor,1,1.24123,Hype
Hungering Destroyer,2,3.36875,Hype
Sun King's Salvation,3,4.05323,Hype
Artificer Xy'mox,4,2.46142,Hype
Lady Inerva Darkvein,5,7.88227,Hype
The Council of Blood,6,0.04021,Hype
Shriekwing,0,0.26179,Improve
Huntsman Altimor,1,0.28641,Improve
Hungering Destroyer,2,1.20017,Improve
Sun King's Salvation,3,3.8484,Improve
Artificer Xy'mox,4,1.28224,Improve
Lady Inerva Darkvein,5,2.09861,Improve
The Council of Blood,6,6.70428,Improve
Sludgefist,7,5.99912,Improve
Stone Legion Generals,8,11.06834,Improve
Sire Denathrius,9,25.67414,Improve
Shriekwing,0,1.62818,Undead and Fabulous
Huntsman Altimor,1,0.1316,Undead and Fabulous
Hungering Destroyer,2,4.59574,Undead and Fabulous
Sun King's Salvation,3,1.72857,Undead and Fabulous
Artificer Xy'mox,4,0.03234,Undead and Fabulous
Lady Inerva Darkvein,5,10.04912,Undead and Fabulous
Shriekwing,0,0.26695,Honestly
Huntsman Altimor,1,0.50258,Honestly
Hungering Destroyer,2,1.4441,Honestly
Sun King's Salvation,3,3.39014,Honestly
Artificer Xy'mox,4,2.28426,Honestly
Lady Inerva Darkvein,5,4.47105,Honestly
The Council of Blood,6,2.0725,Honestly
Sludgefist,7,8.15002,Honestly
Stone Legion Generals,8,20.50123,Honestly
Sire Denathrius,9,12.40286,Honestly
Shriekwing,0,0.2088,Nord
Huntsman Altimor,1,1.82034,Nord
Hungering Destroyer,2,1.18356,Nord
Sun King's Salvation,3,3.0155,Nord
Artificer Xy'mox,4,0.04561,Nord
Lady Inerva Darkvein,5,4.57674,Nord
Shriekwing,0,0.79437,Epinephrine
Huntsman Altimor,1,0.58507,Epinephrine
Hungering Destroyer,2,5.82006,Epinephrine
Sun King's Salvation,3,1.93218,Epinephrine
Artificer Xy'mox,4,1.94689,Epinephrine
Lady Inerva Darkvein,5,3.89524,Epinephrine
The Council of Blood,6,9.60768,Epinephrine
Sludgefist,7,0.02259,Epinephrine
Shriekwing,0,0.86156,Seer
Huntsman Altimor,1,1.52043,Seer
Hungering Destroyer,2,5.26015,Seer
Sun King's Salvation,3,3.98746,Seer
Artificer Xy'mox,4,4.8598,Seer
Lady Inerva Darkvein,5,5.96342,Seer
The Council of Blood,6,7.48073,Seer
Sludgefist,7,11.38337,Seer
Stone Legion Generals,8,0.02935,Seer
Shriekwing,0,0.15412,Malevolency
Huntsman Altimor,1,0.17627,Malevolency
Hungering Destroyer,2,4.88127,Malevolency
Sun King's Salvation,3,5.2621,Malevolency
Artificer Xy'mox,4,1.54286,Malevolency
Lady Inerva Darkvein,5,3.95602,Malevolency
The Council of Blood,6,12.22529,Malevolency
Sludgefist,7,14.46662,Malevolency
Stone Legion Generals,8,0.021,Malevolency
Shriekwing,0,1.13138,Firman
Huntsman Altimor,1,1.37834,Firman
Hungering Destroyer,2,8.33751,Firman
Sun King's Salvation,3,1.18495,Firman
Lady Inerva Darkvein,5,0.03934,Firman
Shriekwing,0,0.55576,Iron Cross
Huntsman Altimor,1,1.60337,Iron Cross
Hungering Destroyer,2,4.2554,Iron Cross
Sun King's Salvation,3,2.07792,Iron Cross
Artificer Xy'mox,4,6.0292,Iron Cross
Lady Inerva Darkvein,5,6.54716,Iron Cross
The Council of Blood,6,18.08334,Iron Cross
Sludgefist,7,0.01378,Iron Cross
Shriekwing,0,0.06523,Big Damage
Huntsman Altimor,1,0.06225,Big Damage
Hungering Destroyer,2,0.07804,Big Damage
Sun King's Salvation,3,0.28748,Big Damage
Artificer Xy'mox,4,0.78306,Big Damage
Lady Inerva Darkvein,5,0.43275,Big Damage
The Council of Blood,6,3.86933,Big Damage
Sludgefist,7,4.44376,Big Damage
Stone Legion Generals,8,5.92666,Big Damage
Sire Denathrius,9,3.11431,Big Damage
Shriekwing,0,0.56527,Nine Five
Huntsman Altimor,1,1.4513,Nine Five
Hungering Destroyer,2,4.96361,Nine Five
Shriekwing,0,1.18443,Ready Check
Huntsman Altimor,1,0.70282,Ready Check
Hungering Destroyer,2,3.1504,Ready Check
Artificer Xy'mox,4,0.02256,Ready Check
Lady Inerva Darkvein,5,0.06371,Ready Check
Shriekwing,0,0.18653,I M M O R T A L I T Y
Huntsman Altimor,1,2.02872,I M M O R T A L I T Y
Hungering Destroyer,2,4.58706,I M M O R T A L I T Y
Sun King's Salvation,3,5.13472,I M M O R T A L I T Y
Artificer Xy'mox,4,5.65442,I M M O R T A L I T Y
Lady Inerva Darkvein,5,1.885,I M M O R T A L I T Y
The Council of Blood,6,9.75767,I M M O R T A L I T Y
Sludgefist,7,12.52905,I M M O R T A L I T Y
Stone Legion Generals,8,0.01756,I M M O R T A L I T Y
Shriekwing,0,0.19306,RedDevils
Huntsman Altimor,1,0.37715,RedDevils
Hungering Destroyer,2,0.3161,RedDevils
Sun King's Salvation,3,0.08563,RedDevils
Lady Inerva Darkvein,5,0.02324,RedDevils
The Council of Blood,6,5.1151,RedDevils
Sludgefist,7,5.29942,RedDevils
Stone Legion Generals,8,27.77553,RedDevils
Sire Denathrius,9,0.01898,RedDevils
Shriekwing,0,0.75847,Arcane Anonymous
Huntsman Altimor,1,1.53339,Arcane Anonymous
Hungering Destroyer,2,2.45799,Arcane Anonymous
Artificer Xy'mox,4,2.82282,Arcane Anonymous
Lady Inerva Darkvein,5,7.39543,Arcane Anonymous
The Council of Blood,6,11.78821,Arcane Anonymous
Sludgefist,7,10.42388,Arcane Anonymous
Shriekwing,0,0.33017,SCRAW
Huntsman Altimor,1,0.77444,SCRAW
Hungering Destroyer,2,1.04416,SCRAW
Sun King's Salvation,3,1.54823,SCRAW
Artificer Xy'mox,4,4.63032,SCRAW
Lady Inerva Darkvein,5,5.86976,SCRAW
The Council of Blood,6,9.9433,SCRAW
Sludgefist,7,0.01855,SCRAW
Shriekwing,0,0.83332,Override
Huntsman Altimor,1,0.98301,Override
Hungering Destroyer,2,0.40951,Override
Sun King's Salvation,3,3.39562,Override
Lady Inerva Darkvein,5,2.05754,Override
Shriekwing,0,0.16718,Lillium
Huntsman Altimor,1,1.07514,Lillium
Hungering Destroyer,2,0.31663,Lillium
Sun King's Salvation,3,4.59196,Lillium
Artificer Xy'mox,4,0.3921,Lillium
Lady Inerva Darkvein,5,1.47881,Lillium
The Council of Blood,6,4.17766,Lillium
Sludgefist,7,7.29608,Lillium
Stone Legion Generals,8,0.02527,Lillium
Shriekwing,0,0.85701,MAD
Huntsman Altimor,1,1.68489,MAD
Hungering Destroyer,2,6.57936,MAD
Sun King's Salvation,3,2.39774,MAD
Artificer Xy'mox,4,5.8206,MAD
Lady Inerva Darkvein,5,7.05148,MAD
The Council of Blood,6,8.74436,MAD
Sludgefist,7,9.20692,MAD
Stone Legion Generals,8,22.41425,MAD
Sire Denathrius,9,35.29722,MAD
Shriekwing,0,0.08798,Smooth Brain Gang
Huntsman Altimor,1,0.52498,Smooth Brain Gang
Hungering Destroyer,2,0.54806,Smooth Brain Gang
Sun King's Salvation,3,2.09879,Smooth Brain Gang
Artificer Xy'mox,4,1.24868,Smooth Brain Gang
Lady Inerva Darkvein,5,1.94547,Smooth Brain Gang
The Council of Blood,6,0.0381,Smooth Brain Gang
Shriekwing,0,0.92219,IronBota
Huntsman Altimor,1,0.08097,IronBota
Hungering Destroyer,2,0.83684,IronBota
Sun King's Salvation,3,2.8413,IronBota
Artificer Xy'mox,4,3.91796,IronBota
Lady Inerva Darkvein,5,4.06027,IronBota
The Council of Blood,6,0.02541,IronBota
Shriekwing,0,0.19392,Outcome Reborn
Huntsman Altimor,1,1.58765,Outcome Reborn
Hungering Destroyer,2,5.49272,Outcome Reborn
Sun King's Salvation,3,1.84133,Outcome Reborn
Artificer Xy'mox,4,4.07356,Outcome Reborn
Lady Inerva Darkvein,5,2.6017,Outcome Reborn
The Council of Blood,6,7.08624,Outcome Reborn
Sludgefist,7,9.28508,Outcome Reborn
Stone Legion Generals,8,0.03039,Outcome Reborn
Shriekwing,0,0.6765,No Turning Back
Huntsman Altimor,1,2.58292,No Turning Back
Hungering Destroyer,2,6.10638,No Turning Back
Sun King's Salvation,3,7.51737,No Turning Back
Artificer Xy'mox,4,4.63471,No Turning Back
Lady Inerva Darkvein,5,0.36084,No Turning Back
The Council of Blood,6,32.44623,No Turning Back
Sludgefist,7,11.04399,No Turning Back
Stone Legion Generals,8,0.03202,No Turning Back
Shriekwing,0,0.44908,Gostasse
Huntsman Altimor,1,1.34952,Gostasse
Hungering Destroyer,2,6.52427,Gostasse
Sun King's Salvation,3,8.76772,Gostasse
Artificer Xy'mox,4,4.43566,Gostasse
Lady Inerva Darkvein,5,5.08239,Gostasse
The Council of Blood,6,0.01373,Gostasse
Shriekwing,0,0.6921,Ultio
Huntsman Altimor,1,1.52241,Ultio
Hungering Destroyer,2,6.25385,Ultio
Sun King's Salvation,3,4.45444,Ultio
Artificer Xy'mox,4,6.17176,Ultio
Lady Inerva Darkvein,5,3.08082,Ultio
The Council of Blood,6,11.74353,Ultio
Sludgefist,7,13.26511,Ultio
Stone Legion Generals,8,0.03587,Ultio
Shriekwing,0,0.10201,Medusa
Huntsman Altimor,1,0.366,Medusa
Hungering Destroyer,2,7.71055,Medusa
Sun King's Salvation,3,1.2473,Medusa
Artificer Xy'mox,4,3.95914,Medusa
Lady Inerva Darkvein,5,2.70898,Medusa
The Council of Blood,6,6.58034,Medusa
Sludgefist,7,10.27373,Medusa
Stone Legion Generals,8,0.0175,Medusa
Shriekwing,0,1.4109,Death Blooms
Huntsman Altimor,1,1.00567,Death Blooms
Hungering Destroyer,2,8.33067,Death Blooms
Sun King's Salvation,3,4.40674,Death Blooms
Artificer Xy'mox,4,7.10591,Death Blooms
Lady Inerva Darkvein,5,1.389,Death Blooms
The Council of Blood,6,24.87254,Death Blooms
Sludgefist,7,26.60453,Death Blooms
Shriekwing,0,0.99221,Never Mythic
Huntsman Altimor,1,0.64989,Never Mythic
Hungering Destroyer,2,0.68949,Never Mythic
Sun King's Salvation,3,0.02758,Never Mythic
Artificer Xy'mox,4,3.86101,Never Mythic
Lady Inerva Darkvein,5,9.34134,Never Mythic
Shriekwing,0,0.03946,Cypher
Huntsman Altimor,1,0.30355,Cypher
Hungering Destroyer,2,0.59716,Cypher
Sun King's Salvation,3,0.94472,Cypher
Artificer Xy'mox,4,2.30114,Cypher
Lady Inerva Darkvein,5,0.7417,Cypher
The Council of Blood,6,15.01981,Cypher
Sludgefist,7,6.04233,Cypher
Stone Legion Generals,8,21.412,Cypher
Sire Denathrius,9,36.71912,Cypher
Shriekwing,0,0.99717,Benign
Huntsman Altimor,1,0.04022,Benign
Hungering Destroyer,2,6.66545,Benign
Hungering Destroyer,2,4.28616,Alibi
Sun King's Salvation,3,2.88729,Benign
Artificer Xy'mox,4,9.24657,Benign
Lady Inerva Darkvein,5,0.39939,Benign
The Council of Blood,6,11.06459,Benign
Sludgefist,7,9.96552,Benign
Stone Legion Generals,8,0.03742,Benign
