;index,p_class,spec,role,mean_val,std_val,n_pulls,name
4,DemonHunter,Vengeance,tanks,0.931818182,0.058437951,176,Sire Denathrius
5,Druid,Balance,dps,2.261363636,0.124313344,176,Sire Denathrius
6,Druid,Feral,dps,0.085227273,0.021107018,176,Sire Denathrius
7,Druid,Guardian,tanks,0.164772727,0.035227273,176,Sire Denathrius
8,Druid,Restoration,healers,0.318181818,0.053507439,176,Sire Denathrius
9,Hunter,BeastMastery,dps,0.125,0.0274749,176,Sire Denathrius
10,Hunter,Marksmanship,dps,1.920454545,0.133495265,176,Sire Denathrius
11,Mage,Arcane,dps,0.045454545,0.025249639,176,Sire Denathrius
12,Mage,Fire,dps,2.272727273,0.131043402,176,Sire Denathrius
13,Mage,Frost,dps,0.079545455,0.02198462,176,Sire Denathrius
14,Monk,Brewmaster,tanks,0.727272727,0.048653656,176,Sire Denathrius
15,Monk,Mistweaver,healers,0.051136364,0.016651287,176,Sire Denathrius
16,Monk,Windwalker,dps,0.630681818,0.064212087,176,Sire Denathrius
17,Paladin,Holy,healers,1.426136364,0.07581586,176,Sire Denathrius
18,Paladin,Protection,tanks,0.136363636,0.038107534,176,Sire Denathrius
19,Paladin,Retribution,dps,0.420454545,0.056086194,176,Sire Denathrius
20,Priest,Discipline,healers,1.0625,0.056497471,176,Sire Denathrius
21,Priest,Holy,healers,0.153409091,0.034593162,176,Sire Denathrius
22,Priest,Shadow,dps,1.193181818,0.094565276,176,Sire Denathrius
23,Rogue,Assassination,dps,0.494318182,0.069318182,176,Sire Denathrius
24,Rogue,Outlaw,dps,0.340909091,0.047518094,176,Sire Denathrius
25,Rogue,Subtlety,dps,0.039772727,0.016827612,176,Sire Denathrius
26,Shaman,Elemental,dps,0.488636364,0.063954446,176,Sire Denathrius
27,Shaman,Enhancement,dps,0.096590909,0.023739628,176,Sire Denathrius
28,Shaman,Restoration,healers,1.704545455,0.08728152,176,Sire Denathrius
29,Warlock,Affliction,dps,1.931818182,0.102751405,176,Sire Denathrius
30,Warlock,Demonology,dps,0.005681818,0.005681818,176,Sire Denathrius
31,Warlock,Destruction,dps,0.079545455,0.035532299,176,Sire Denathrius
32,Warrior,Arms,dps,0.278409091,0.045355005,176,Sire Denathrius
33,Warrior,Fury,dps,0.965909091,0.071576735,176,Sire Denathrius
34,Warrior,Protection,tanks,0.125,0.026266615,176,Sire Denathrius
